x,y,z
194245.13,521628.48,50.46
194245.13,521538.48,56.44
194245.13,521448.48,60.31
194245.13,521358.48,59.63
194245.13,521268.48,56.16
194245.13,521178.48,52.82
194245.13,521088.48,52
194245.13,520998.48,52.18
194245.13,520908.48,52.01
194245.13,520818.48,51.9
194245.13,520728.48,52.31
194245.13,520638.48,54.34
194245.13,520548.48,55.1
194245.13,520458.48,53.26
194245.13,520368.48,51.17
194245.13,520278.48,49.71
194245.13,520188.48,49.78
194245.13,520098.48,51.47
194245.13,520008.48,53.32
194245.13,519918.48,54.32
194245.13,519828.48,54.86
194245.13,519738.48,55.61
194245.13,519648.48,56.35
194245.13,519558.48,56.65
194245.13,519468.48,56.23
194245.13,519378.48,55.35
194245.13,519288.48,54.23
194245.13,519198.48,53.25
194245.13,519108.48,53.03
194245.13,519018.48,54.54
194245.13,518928.48,58.03
194245.13,518838.48,61.03
194245.13,518748.48,61.66
194245.13,518658.48,61.68
194245.13,518568.48,62.38
194245.13,518478.48,67.32
194245.13,518388.48,78.2
194245.13,518298.48,90.28
194245.13,518208.48,100.21
194245.13,518118.48,111.21
194245.13,518028.48,124.66
194245.13,517938.48,137.07
194245.13,517848.48,149.37
194245.13,517758.48,165.23
194245.13,517668.48,182.87
194245.13,517578.48,193.82
194245.13,517488.48,189.32
194245.13,517398.48,171.94
194245.13,517308.48,153.43
194245.13,517218.48,136.86
194245.13,517128.48,123.45
194245.13,517038.48,110.19
194245.13,516948.48,94.13
194245.13,516858.48,81.03
194245.13,516768.48,74.69
194335.13,544488.48,45.04
194335.13,544398.48,48.82
194335.13,544308.48,49.22
194335.13,544218.48,50.68
194335.13,544128.48,55.07
194335.13,544038.48,60.55
194335.13,543948.48,65.06
194335.13,543858.48,70.77
194335.13,543768.48,79.72
194335.13,543678.48,87.33
194335.13,543588.48,89.1
194335.13,543498.48,84.44
194335.13,543408.48,72.04
194335.13,543318.48,54.75
194335.13,543228.48,41.12
194335.13,543138.48,32.47
194335.13,543048.48,27.38
194335.13,542958.48,25.09
194335.13,542868.48,26.24
194335.13,542778.48,32.29
194335.13,542688.48,42.13
194335.13,542598.48,54.9
194335.13,542508.48,70.98
194335.13,542418.48,83.78
194335.13,542328.48,87.93
194335.13,542238.48,83.33
194335.13,542148.48,69.57
194335.13,542058.48,50.97
194335.13,541968.48,40.14
194335.13,541878.48,40.26
194335.13,541788.48,39.34
194335.13,541698.48,37.41
194335.13,541608.48,38.77
194335.13,541518.48,41.03
194335.13,541428.48,41.48
194335.13,541338.48,41.64
194335.13,541248.48,43.78
194335.13,541158.48,47.83
194335.13,541068.48,51.79
194335.13,540978.48,55.78
194335.13,540888.48,60.83
194335.13,540798.48,67.47
194335.13,540708.48,78.12
194335.13,540618.48,95.76
194335.13,540528.48,115.62
194335.13,540438.48,130.5
194335.13,540348.48,138.94
194335.13,540258.48,142.07
194335.13,540168.48,147.07
194335.13,540078.48,157.73
194335.13,539988.48,171.67
194335.13,539898.48,185.91
194335.13,539808.48,198.74
194335.13,539718.48,209.6
194335.13,539628.48,220.08
194335.13,539538.48,230.62
194335.13,539448.48,241.49
194335.13,539358.48,253.9
194335.13,539268.48,270.62
194335.13,539178.48,291.44
194335.13,539088.48,307.12
194335.13,538998.48,314.15
194335.13,538908.48,310.78
194335.13,538818.48,290.24
194335.13,538728.48,267.36
194335.13,538638.48,252.99
194335.13,538548.48,252.68
194335.13,538458.48,268.36
194335.13,538368.48,293.63
194335.13,538278.48,317.22
194335.13,538188.48,333.66
194335.13,538098.48,338.84
194335.13,538008.48,336.28
194335.13,537918.48,338.51
194335.13,537828.48,350.09
194335.13,537738.48,358.64
194335.13,537648.48,353.73
194335.13,537558.48,343.39
194335.13,537468.48,342.85
194335.13,537378.48,352.09
194335.13,537288.48,364.31
194335.13,537198.48,369
194335.13,537108.48,371.87
194335.13,537018.48,387.85
194335.13,536928.48,404.06
194335.13,536838.48,396.93
194335.13,536748.48,374.95
194335.13,536658.48,350.59
194335.13,536568.48,322.56
194335.13,536478.48,290.11
194335.13,536388.48,261.21
194335.13,536298.48,237.3
194335.13,536208.48,212.4
194335.13,536118.48,187.97
194335.13,536028.48,168.04
194335.13,535938.48,151.61
194335.13,535848.48,136.07
194335.13,535758.48,119.88
194335.13,535668.48,103.97
194335.13,535578.48,96.17
194335.13,535488.48,106.91
194335.13,535398.48,132.29
194335.13,535308.48,159.55
194335.13,535218.48,181.13
194335.13,535128.48,200.55
194335.13,535038.48,222.45
194335.13,534948.48,235.75
194335.13,534858.48,219.59
194335.13,534768.48,182.62
194335.13,534678.48,152.66
194335.13,534588.48,131.52
194335.13,534498.48,116.22
194335.13,534408.48,104.14
194335.13,534318.48,94.56
194335.13,534228.48,89.44
194335.13,534138.48,89.27
194335.13,534048.48,90.49
194335.13,533958.48,89.79
194335.13,533868.48,85.04
194335.13,533778.48,77.79
194335.13,533688.48,71.06
194335.13,533598.48,63.52
194335.13,533508.48,53.67
194335.13,533418.48,43.15
194335.13,533328.48,33.84
194335.13,533238.48,28.87
194335.13,533148.48,28.01
194335.13,533058.48,27.92
194335.13,532968.48,27.19
194335.13,532878.48,26.42
194335.13,532788.48,26.43
194335.13,532698.48,27.21
194335.13,532608.48,28.11
194335.13,532518.48,28.72
194335.13,532428.48,29.18
194335.13,532338.48,29.71
194335.13,532248.48,30.29
194335.13,532158.48,30.6
194335.13,532068.48,30.75
194335.13,531978.48,31.08
194335.13,531888.48,31.58
194335.13,531798.48,32.08
194335.13,531708.48,32.78
194335.13,531618.48,33.76
194335.13,531528.48,34.55
194335.13,531438.48,34.81
194335.13,531348.48,35.04
194335.13,531258.48,36.53
194335.13,531168.48,40.89
194335.13,531078.48,48.8
194335.13,530988.48,59.81
194335.13,530898.48,72.03
194335.13,530808.48,78.85
194335.13,530718.48,75.07
194335.13,530628.48,66.42
194335.13,530538.48,58.12
194335.13,530448.48,50.57
194335.13,530358.48,45.45
194335.13,530268.48,42.95
194335.13,530178.48,42.36
194335.13,530088.48,42.5
194335.13,529998.48,42.27
194335.13,529908.48,42.26
194335.13,529818.48,43.43
194335.13,529728.48,47.03
194335.13,529638.48,55.36
194335.13,529548.48,70.72
194335.13,529458.48,86.81
194335.13,529368.48,92.36
194335.13,529278.48,86.83
194335.13,529188.48,75.41
194335.13,529098.48,64.68
194335.13,529008.48,59.5
194335.13,528918.48,59.23
194335.13,528828.48,60.99
194335.13,528738.48,63.25
194335.13,528648.48,66.23
194335.13,528558.48,69.36
194335.13,528468.48,73.55
194335.13,528378.48,80.77
194335.13,528288.48,88.52
194335.13,528198.48,94.59
194335.13,528108.48,103.52
194335.13,528018.48,116.53
194335.13,527928.48,124.53
194335.13,527838.48,119.41
194335.13,527748.48,109.7
194335.13,527658.48,110.6
194335.13,527568.48,116.29
194335.13,527478.48,112.1
194335.13,527388.48,100.29
194335.13,527298.48,90.36
194335.13,527208.48,85.61
194335.13,527118.48,83.25
194335.13,527028.48,79.74
194335.13,526938.48,74.46
194335.13,526848.48,71.72
194335.13,526758.48,71.09
194335.13,526668.48,69.31
194335.13,526578.48,67.53
194335.13,526488.48,65.45
194335.13,526398.48,63.5
194335.13,526308.48,62.98
194335.13,526218.48,64.06
194335.13,526128.48,65.15
194335.13,526038.48,64.86
194335.13,525948.48,64.51
194335.13,525858.48,64.32
194335.13,525768.48,64.14
194335.13,525678.48,64.02
194335.13,525588.48,63.86
194335.13,525498.48,63.25
194335.13,525408.48,62.62
194335.13,525318.48,62.28
194335.13,525228.48,61.11
194335.13,525138.48,60.11
194335.13,525048.48,59.98
194335.13,524958.48,57.48
194335.13,524868.48,53.11
194335.13,524778.48,51.39
194335.13,524688.48,53.01
194335.13,524598.48,54.39
194335.13,524508.48,53.01
194335.13,524418.48,52.77
194335.13,524328.48,55.26
194335.13,524238.48,57.91
194335.13,524148.48,58.33
194335.13,524058.48,56.45
194335.13,523968.48,53.23
194335.13,523878.48,50.4
194335.13,523788.48,49.98
194335.13,523698.48,51.67
194335.13,523608.48,54.51
194335.13,523518.48,57.65
194335.13,523428.48,59.7
194335.13,523338.48,59.12
194335.13,523248.48,56.11
194335.13,523158.48,53.15
194335.13,523068.48,50.91
194335.13,522978.48,49.18
194335.13,522888.48,48.9
194335.13,522798.48,50.68
194335.13,522708.48,54.4
194335.13,522618.48,58.16
194335.13,522528.48,57.87
194335.13,522438.48,54.95
194335.13,522348.48,54.35
194335.13,522258.48,56.04
194335.13,522168.48,57.03
194335.13,522078.48,55.44
194335.13,521988.48,51.46
194335.13,521898.48,45.96
194335.13,521808.48,43.82
194335.13,521718.48,47.71
194335.13,521628.48,53.4
194335.13,521538.48,57.18
194335.13,521448.48,57.94
194335.13,521358.48,55.3
194335.13,521268.48,51.72
194335.13,521178.48,48.97
194335.13,521088.48,48.27
194335.13,520998.48,48.5
194335.13,520908.48,47.99
194335.13,520818.48,48.19
194335.13,520728.48,49.91
194335.13,520638.48,52.14
194335.13,520548.48,52.37
194335.13,520458.48,50.56
194335.13,520368.48,48.56
194335.13,520278.48,47.45
194335.13,520188.48,48.23
194335.13,520098.48,50.31
194335.13,520008.48,51.35
194335.13,519918.48,51
194335.13,519828.48,51.46
194335.13,519738.48,52.48
194335.13,519648.48,52.91
194335.13,519558.48,53.57
194335.13,519468.48,54.13
194335.13,519378.48,54.22
194335.13,519288.48,53.66
194335.13,519198.48,52.96
194335.13,519108.48,52.69
194335.13,519018.48,53.88
194335.13,518928.48,56.54
194335.13,518838.48,58.06
194335.13,518748.48,57.36
194335.13,518658.48,56.61
194335.13,518568.48,57.31
194335.13,518478.48,61.38
194335.13,518388.48,68.45
194335.13,518298.48,76.27
194335.13,518208.48,84.83
194335.13,518118.48,95.17
194335.13,518028.48,105.7
194335.13,517938.48,115.89
194335.13,517848.48,129.01
194335.13,517758.48,145.36
194335.13,517668.48,165.43
194335.13,517578.48,187.49
194335.13,517488.48,191.67
194335.13,517398.48,171.71
194335.13,517308.48,150.34
194335.13,517218.48,134.7
194335.13,517128.48,124.51
194335.13,517038.48,117.29
194335.13,516948.48,107.24
194335.13,516858.48,95.14
194335.13,516768.48,85.82
194425.13,544488.48,43.95
194425.13,544398.48,49.42
194425.13,544308.48,53.43
194425.13,544218.48,58.73
194425.13,544128.48,64.54
194425.13,544038.48,70.2
194425.13,543948.48,79.06
194425.13,543858.48,92.2
194425.13,543768.48,106.86
194425.13,543678.48,115.7
194425.13,543588.48,114.22
194425.13,543498.48,102.73
194425.13,543408.48,83.71
194425.13,543318.48,63.12
194425.13,543228.48,47.09
194425.13,543138.48,36.32
194425.13,543048.48,29.6
194425.13,542958.48,26.25
194425.13,542868.48,25.82
194425.13,542778.48,28.58
194425.13,542688.48,34.45
194425.13,542598.48,44.41
194425.13,542508.48,59.21
194425.13,542418.48,72.89
194425.13,542328.48,80.66
194425.13,542238.48,81.95
194425.13,542148.48,72.51
194425.13,542058.48,53.58
194425.13,541968.48,38.94
194425.13,541878.48,35.99
194425.13,541788.48,36.61
194425.13,541698.48,38.93
194425.13,541608.48,43.85
194425.13,541518.48,47.51
194425.13,541428.48,46.44
194425.13,541338.48,43.58
194425.13,541248.48,43.58
194425.13,541158.48,46.75
194425.13,541068.48,50.67
194425.13,540978.48,54.94
194425.13,540888.48,60.2
194425.13,540798.48,66.39
194425.13,540708.48,74.82
194425.13,540618.48,88.51
194425.13,540528.48,105.88
194425.13,540438.48,122.99
194425.13,540348.48,138.81
194425.13,540258.48,151.46
194425.13,540168.48,161.61
194425.13,540078.48,171.51
194425.13,539988.48,183.59
194425.13,539898.48,198.51
194425.13,539808.48,212.31
194425.13,539718.48,222.22
194425.13,539628.48,228.52
194425.13,539538.48,230.6
194425.13,539448.48,234.19
194425.13,539358.48,238.68
194425.13,539268.48,243.17
194425.13,539178.48,250.95
194425.13,539088.48,257.97
194425.13,538998.48,261.61
194425.13,538908.48,258.65
194425.13,538818.48,244.51
194425.13,538728.48,232.48
194425.13,538638.48,231.05
194425.13,538548.48,241.39
194425.13,538458.48,263.51
194425.13,538368.48,290.66
194425.13,538278.48,313.55
194425.13,538188.48,333.97
194425.13,538098.48,352.22
194425.13,538008.48,365.94
194425.13,537918.48,375.75
194425.13,537828.48,383.2
194425.13,537738.48,386.13
194425.13,537648.48,383.14
194425.13,537558.48,380.44
194425.13,537468.48,383.47
194425.13,537378.48,390.82
194425.13,537288.48,400.82
194425.13,537198.48,406.23
194425.13,537108.48,406.78
194425.13,537018.48,412.73
194425.13,536928.48,415.29
194425.13,536838.48,395.68
194425.13,536748.48,363.03
194425.13,536658.48,333.8
194425.13,536568.48,306.67
194425.13,536478.48,276.79
194425.13,536388.48,248.82
194425.13,536298.48,223.65
194425.13,536208.48,197.05
194425.13,536118.48,172.13
194425.13,536028.48,154.37
194425.13,535938.48,143.86
194425.13,535848.48,135.86
194425.13,535758.48,123.84
194425.13,535668.48,109.03
194425.13,535578.48,106.33
194425.13,535488.48,124.51
194425.13,535398.48,151.86
194425.13,535308.48,179.28
194425.13,535218.48,203.12
194425.13,535128.48,222.8
194425.13,535038.48,239.78
194425.13,534948.48,246.84
194425.13,534858.48,228.46
194425.13,534768.48,191.82
194425.13,534678.48,162.54
194425.13,534588.48,144.34
194425.13,534498.48,134.16
194425.13,534408.48,127.46
194425.13,534318.48,121.4
194425.13,534228.48,116.87
194425.13,534138.48,115.82
194425.13,534048.48,115.08
194425.13,533958.48,108.25
194425.13,533868.48,94.55
194425.13,533778.48,81.71
194425.13,533688.48,70.97
194425.13,533598.48,60.82
194425.13,533508.48,50.53
194425.13,533418.48,39.99
194425.13,533328.48,31.75
194425.13,533238.48,28.69
194425.13,533148.48,28.41
194425.13,533058.48,28.45
194425.13,532968.48,28.08
194425.13,532878.48,27.18
194425.13,532788.48,26.46
194425.13,532698.48,26.96
194425.13,532608.48,28.06
194425.13,532518.48,28.61
194425.13,532428.48,28.9
194425.13,532338.48,29.18
194425.13,532248.48,29.49
194425.13,532158.48,29.72
194425.13,532068.48,29.92
194425.13,531978.48,30.25
194425.13,531888.48,30.62
194425.13,531798.48,30.81
194425.13,531708.48,31.11
194425.13,531618.48,31.77
194425.13,531528.48,32.39
194425.13,531438.48,32.43
194425.13,531348.48,32.3
194425.13,531258.48,32.73
194425.13,531168.48,34.32
194425.13,531078.48,38.12
194425.13,530988.48,45.32
194425.13,530898.48,55.63
194425.13,530808.48,62.51
194425.13,530718.48,60.33
194425.13,530628.48,54.24
194425.13,530538.48,48.57
194425.13,530448.48,44.17
194425.13,530358.48,41.54
194425.13,530268.48,40.07
194425.13,530178.48,39.61
194425.13,530088.48,39.78
194425.13,529998.48,40.07
194425.13,529908.48,40.99
194425.13,529818.48,43.86
194425.13,529728.48,49.9
194425.13,529638.48,59.31
194425.13,529548.48,71.85
194425.13,529458.48,83.22
194425.13,529368.48,87.64
194425.13,529278.48,84.63
194425.13,529188.48,75.84
194425.13,529098.48,66.87
194425.13,529008.48,62.41
194425.13,528918.48,62.61
194425.13,528828.48,64.69
194425.13,528738.48,67.36
194425.13,528648.48,71.3
194425.13,528558.48,76.52
194425.13,528468.48,84.19
194425.13,528378.48,95.63
194425.13,528288.48,105.87
194425.13,528198.48,109.41
194425.13,528108.48,109.85
194425.13,528018.48,112.84
194425.13,527928.48,114.81
194425.13,527838.48,108.68
194425.13,527748.48,99.18
194425.13,527658.48,97.6
194425.13,527568.48,101.41
194425.13,527478.48,100.2
194425.13,527388.48,91.99
194425.13,527298.48,82.58
194425.13,527208.48,76.86
194425.13,527118.48,73.77
194425.13,527028.48,70.8
194425.13,526938.48,68.13
194425.13,526848.48,67.51
194425.13,526758.48,67.62
194425.13,526668.48,66.55
194425.13,526578.48,64.77
194425.13,526488.48,62.55
194425.13,526398.48,60.62
194425.13,526308.48,59.98
194425.13,526218.48,60.9
194425.13,526128.48,61.94
194425.13,526038.48,61.75
194425.13,525948.48,61.47
194425.13,525858.48,61.26
194425.13,525768.48,61.05
194425.13,525678.48,61.06
194425.13,525588.48,61.2
194425.13,525498.48,60.61
194425.13,525408.48,59.14
194425.13,525318.48,57.7
194425.13,525228.48,56.62
194425.13,525138.48,56.61
194425.13,525048.48,57.65
194425.13,524958.48,56.21
194425.13,524868.48,52.12
194425.13,524778.48,49.29
194425.13,524688.48,48.58
194425.13,524598.48,48.89
194425.13,524508.48,49.37
194425.13,524418.48,51.64
194425.13,524328.48,55.09
194425.13,524238.48,57.28
194425.13,524148.48,57.21
194425.13,524058.48,55.04
194425.13,523968.48,51.82
194425.13,523878.48,49.04
194425.13,523788.48,48.01
194425.13,523698.48,49.14
194425.13,523608.48,51.88
194425.13,523518.48,54.23
194425.13,523428.48,54.52
194425.13,523338.48,54.08
194425.13,523248.48,53.41
194425.13,523158.48,51.36
194425.13,523068.48,48.81
194425.13,522978.48,46.83
194425.13,522888.48,45.85
194425.13,522798.48,46.75
194425.13,522708.48,50.49
194425.13,522618.48,54.99
194425.13,522528.48,56.15
194425.13,522438.48,54
194425.13,522348.48,51.15
194425.13,522258.48,49.28
194425.13,522168.48,48.95
194425.13,522078.48,49.14
194425.13,521988.48,48.21
194425.13,521898.48,45.81
194425.13,521808.48,45.49
194425.13,521718.48,49.69
194425.13,521628.48,54.54
194425.13,521538.48,55.95
194425.13,521448.48,54.85
194425.13,521358.48,52.86
194425.13,521268.48,50.26
194425.13,521178.48,47.25
194425.13,521088.48,45.64
194425.13,520998.48,45.44
194425.13,520908.48,44.95
194425.13,520818.48,46.01
194425.13,520728.48,49.02
194425.13,520638.48,50.67
194425.13,520548.48,49.47
194425.13,520458.48,47.59
194425.13,520368.48,45.92
194425.13,520278.48,45.51
194425.13,520188.48,47.16
194425.13,520098.48,49
194425.13,520008.48,48.66
194425.13,519918.48,47.62
194425.13,519828.48,48.43
194425.13,519738.48,49.65
194425.13,519648.48,49.71
194425.13,519558.48,50.07
194425.13,519468.48,51.18
194425.13,519378.48,52.28
194425.13,519288.48,52.31
194425.13,519198.48,51.98
194425.13,519108.48,51.9
194425.13,519018.48,52.56
194425.13,518928.48,53.79
194425.13,518838.48,54.22
194425.13,518748.48,53.56
194425.13,518658.48,52.98
194425.13,518568.48,53.54
194425.13,518478.48,56.28
194425.13,518388.48,60.49
194425.13,518298.48,65.96
194425.13,518208.48,72.98
194425.13,518118.48,80.3
194425.13,518028.48,86.96
194425.13,517938.48,95.73
194425.13,517848.48,110.39
194425.13,517758.48,129.13
194425.13,517668.48,152.43
194425.13,517578.48,179.57
194425.13,517488.48,187.61
194425.13,517398.48,166.68
194425.13,517308.48,141.89
194425.13,517218.48,123.36
194425.13,517128.48,114.32
194425.13,517038.48,114.69
194425.13,516948.48,113.28
194425.13,516858.48,102.91
194425.13,516768.48,88.97
194515.13,544488.48,38.39
194515.13,544398.48,42.94
194515.13,544308.48,50.12
194515.13,544218.48,60.86
194515.13,544128.48,70.71
194515.13,544038.48,78.46
194515.13,543948.48,91.42
194515.13,543858.48,110.85
194515.13,543768.48,130.43
194515.13,543678.48,140.06
194515.13,543588.48,135.3
194515.13,543498.48,119.05
194515.13,543408.48,96.23
194515.13,543318.48,72.7
194515.13,543228.48,53.63
194515.13,543138.48,40.32
194515.13,543048.48,31.98
194515.13,542958.48,27.67
194515.13,542868.48,25.96
194515.13,542778.48,26.12
194515.13,542688.48,28.43
194515.13,542598.48,34.57
194515.13,542508.48,45.46
194515.13,542418.48,57.51
194515.13,542328.48,66.97
194515.13,542238.48,72.23
194515.13,542148.48,68.68
194515.13,542058.48,55.5
194515.13,541968.48,42.8
194515.13,541878.48,38.57
194515.13,541788.48,39.1
194515.13,541698.48,42.41
194515.13,541608.48,48.27
194515.13,541518.48,52.82
194515.13,541428.48,51.59
194515.13,541338.48,46.62
194515.13,541248.48,44.52
194515.13,541158.48,47.24
194515.13,541068.48,51.81
194515.13,540978.48,56.95
194515.13,540888.48,63.23
194515.13,540798.48,70.71
194515.13,540708.48,78.95
194515.13,540618.48,89.82
194515.13,540528.48,104.79
194515.13,540438.48,121.6
194515.13,540348.48,138.56
194515.13,540258.48,154.21
194515.13,540168.48,167.17
194515.13,540078.48,178.27
194515.13,539988.48,190.33
194515.13,539898.48,204.16
194515.13,539808.48,213.98
194515.13,539718.48,217.41
194515.13,539628.48,216.97
194515.13,539538.48,212.3
194515.13,539448.48,211.33
194515.13,539358.48,212.94
194515.13,539268.48,211.43
194515.13,539178.48,212.19
194515.13,539088.48,215.56
194515.13,538998.48,216.52
194515.13,538908.48,214.54
194515.13,538818.48,211.69
194515.13,538728.48,216.1
194515.13,538638.48,230.03
194515.13,538548.48,250.22
194515.13,538458.48,276.8
194515.13,538368.48,305.24
194515.13,538278.48,326.25
194515.13,538188.48,345.05
194515.13,538098.48,367.86
194515.13,538008.48,389.52
194515.13,537918.48,398.79
194515.13,537828.48,396.51
194515.13,537738.48,394.55
194515.13,537648.48,399.03
194515.13,537558.48,408.67
194515.13,537468.48,419.88
194515.13,537378.48,426.07
194515.13,537288.48,423.61
194515.13,537198.48,415.36
194515.13,537108.48,408.41
194515.13,537018.48,406.71
194515.13,536928.48,399.88
194515.13,536838.48,375.55
194515.13,536748.48,340.28
194515.13,536658.48,308.57
194515.13,536568.48,282.9
194515.13,536478.48,258.46
194515.13,536388.48,233
194515.13,536298.48,208.33
194515.13,536208.48,185.54
194515.13,536118.48,167.16
194515.13,536028.48,155.76
194515.13,535938.48,149.75
194515.13,535848.48,142.02
194515.13,535758.48,126.17
194515.13,535668.48,109.67
194515.13,535578.48,112.53
194515.13,535488.48,137.36
194515.13,535398.48,165.67
194515.13,535308.48,190.67
194515.13,535218.48,210.64
194515.13,535128.48,222.52
194515.13,535038.48,228.56
194515.13,534948.48,232.52
194515.13,534858.48,227.02
194515.13,534768.48,205.84
194515.13,534678.48,181.54
194515.13,534588.48,164.67
194515.13,534498.48,156.06
194515.13,534408.48,149.87
194515.13,534318.48,141.67
194515.13,534228.48,131.27
194515.13,534138.48,121.95
194515.13,534048.48,116.7
194515.13,533958.48,109.44
194515.13,533868.48,93.94
194515.13,533778.48,78.49
194515.13,533688.48,65.38
194515.13,533598.48,55.38
194515.13,533508.48,47.42
194515.13,533418.48,38.52
194515.13,533328.48,31.21
194515.13,533238.48,28.71
194515.13,533148.48,28.55
194515.13,533058.48,28.68
194515.13,532968.48,28.46
194515.13,532878.48,27.61
194515.13,532788.48,26.88
194515.13,532698.48,27.31
194515.13,532608.48,28.2
194515.13,532518.48,28.66
194515.13,532428.48,28.9
194515.13,532338.48,29.02
194515.13,532248.48,29.08
194515.13,532158.48,29.21
194515.13,532068.48,29.48
194515.13,531978.48,29.88
194515.13,531888.48,30.21
194515.13,531798.48,30.29
194515.13,531708.48,30.41
194515.13,531618.48,30.71
194515.13,531528.48,30.89
194515.13,531438.48,30.96
194515.13,531348.48,31.21
194515.13,531258.48,31.4
194515.13,531168.48,31.8
194515.13,531078.48,33.22
194515.13,530988.48,37.28
194515.13,530898.48,45.05
194515.13,530808.48,51.06
194515.13,530718.48,49.56
194515.13,530628.48,44.71
194515.13,530538.48,41.08
194515.13,530448.48,39.3
194515.13,530358.48,38.65
194515.13,530268.48,38.12
194515.13,530178.48,37.82
194515.13,530088.48,38.06
194515.13,529998.48,38.74
194515.13,529908.48,40.13
194515.13,529818.48,43.28
194515.13,529728.48,48.89
194515.13,529638.48,56.05
194515.13,529548.48,63.69
194515.13,529458.48,71.04
194515.13,529368.48,77.1
194515.13,529278.48,78.12
194515.13,529188.48,72.21
194515.13,529098.48,66.48
194515.13,529008.48,64.47
194515.13,528918.48,65.31
194515.13,528828.48,67.52
194515.13,528738.48,71.42
194515.13,528648.48,77.68
194515.13,528558.48,85.15
194515.13,528468.48,93.76
194515.13,528378.48,103.05
194515.13,528288.48,108.28
194515.13,528198.48,107.14
194515.13,528108.48,102.98
194515.13,528018.48,100.54
194515.13,527928.48,100.22
194515.13,527838.48,96.95
194515.13,527748.48,90.64
194515.13,527658.48,87.44
194515.13,527568.48,87.72
194515.13,527478.48,87.23
194515.13,527388.48,82.88
194515.13,527298.48,76.1
194515.13,527208.48,70.35
194515.13,527118.48,66.76
194515.13,527028.48,64.73
194515.13,526938.48,64.23
194515.13,526848.48,64.92
194515.13,526758.48,65.66
194515.13,526668.48,65.33
194515.13,526578.48,63.39
194515.13,526488.48,60.85
194515.13,526398.48,58.8
194515.13,526308.48,57.83
194515.13,526218.48,58.44
194515.13,526128.48,59.4
194515.13,526038.48,59.42
194515.13,525948.48,59.21
194515.13,525858.48,58.84
194515.13,525768.48,58.41
194515.13,525678.48,58.49
194515.13,525588.48,59.18
194515.13,525498.48,59.36
194515.13,525408.48,58.07
194515.13,525318.48,55.9
194515.13,525228.48,54.28
194515.13,525138.48,54.38
194515.13,525048.48,55.67
194515.13,524958.48,54.77
194515.13,524868.48,51.2
194515.13,524778.48,48.21
194515.13,524688.48,46.36
194515.13,524598.48,46.07
194515.13,524508.48,47.88
194515.13,524418.48,52.46
194515.13,524328.48,57.21
194515.13,524238.48,58.63
194515.13,524148.48,57.2
194515.13,524058.48,54.48
194515.13,523968.48,51.6
194515.13,523878.48,49.06
194515.13,523788.48,47.28
194515.13,523698.48,47.15
194515.13,523608.48,48.77
194515.13,523518.48,50.32
194515.13,523428.48,50.68
194515.13,523338.48,51.93
194515.13,523248.48,53.24
194515.13,523158.48,51.65
194515.13,523068.48,48.4
194515.13,522978.48,45.64
194515.13,522888.48,44.27
194515.13,522798.48,44.78
194515.13,522708.48,47.97
194515.13,522618.48,52.43
194515.13,522528.48,54.91
194515.13,522438.48,53.75
194515.13,522348.48,49.67
194515.13,522258.48,45.64
194515.13,522168.48,43.78
194515.13,522078.48,44.22
194515.13,521988.48,45.22
194515.13,521898.48,45.46
194515.13,521808.48,46.53
194515.13,521718.48,50.17
194515.13,521628.48,53.88
194515.13,521538.48,53.95
194515.13,521448.48,51.93
194515.13,521358.48,51.02
194515.13,521268.48,49.74
194515.13,521178.48,46.41
194515.13,521088.48,43.63
194515.13,520998.48,42.99
194515.13,520908.48,43.27
194515.13,520818.48,45.7
194515.13,520728.48,49.31
194515.13,520638.48,49.96
194515.13,520548.48,47.57
194515.13,520458.48,45.33
194515.13,520368.48,43.9
194515.13,520278.48,44.04
194515.13,520188.48,46.06
194515.13,520098.48,47.48
194515.13,520008.48,46.39
194515.13,519918.48,45.63
194515.13,519828.48,47.29
194515.13,519738.48,48.76
194515.13,519648.48,48.38
194515.13,519558.48,48.28
194515.13,519468.48,49.37
194515.13,519378.48,50.69
194515.13,519288.48,50.96
194515.13,519198.48,50.82
194515.13,519108.48,50.67
194515.13,519018.48,50.68
194515.13,518928.48,50.89
194515.13,518838.48,50.88
194515.13,518748.48,50.55
194515.13,518658.48,50.6
194515.13,518568.48,51.7
194515.13,518478.48,53.89
194515.13,518388.48,56.47
194515.13,518298.48,59.97
194515.13,518208.48,64.53
194515.13,518118.48,69.1
194515.13,518028.48,74.45
194515.13,517938.48,83.47
194515.13,517848.48,98.29
194515.13,517758.48,117.84
194515.13,517668.48,142.07
194515.13,517578.48,169.77
194515.13,517488.48,179.64
194515.13,517398.48,160.66
194515.13,517308.48,135.39
194515.13,517218.48,113.99
194515.13,517128.48,102.35
194515.13,517038.48,103.77
194515.13,516948.48,106.28
194515.13,516858.48,99.5
194515.13,516768.48,86.02
194605.13,544488.48,36.48
194605.13,544398.48,38.95
194605.13,544308.48,46.09
194605.13,544218.48,57.28
194605.13,544128.48,68.96
194605.13,544038.48,80.28
194605.13,543948.48,96.24
194605.13,543858.48,118.11
194605.13,543768.48,140.5
194605.13,543678.48,151.34
194605.13,543588.48,144.82
194605.13,543498.48,126.64
194605.13,543408.48,102.63
194605.13,543318.48,77.21
194605.13,543228.48,56.12
194605.13,543138.48,41.69
194605.13,543048.48,33.12
194605.13,542958.48,28.83
